,lon,short_name,region_id,capacity,station_id,name,lat,rental_uris.android,rental_uris.ios,geometry,index_right,zone
2131,-74.00277668,6765.01,71,76,66dc7d58-0aca-11e7-82f6-3863bb44ef7c,12 Ave & W 40 St,40.76087502,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,POINT (-74.00277668 40.76087502),1657,West Chelsea/Hudson Yards
2133,-74.00562789,5247.10,71,62,66db90f1-0aca-11e7-82f6-3863bb44ef7c,Reade St & Broadway,40.71450451,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,POINT (-74.00562789 40.71450451),1320,TriBeCa/Civic Center
2136,-74.0106,5509.02,71,63,9b0c2c99-214f-4e15-b476-1626c03a9e4e,Washington St & Laight St,40.72231,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,POINT (-74.0106 40.72231),1320,TriBeCa/Civic Center
2137,-73.99937599897385,6492.04,71,61,e3470e29-934c-41f1-8fe7-82135ed2d620,W 33 St & 10 Ave,40.753773368360385,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,POINT (-73.99937599897385 40.753773368360385),319,East Chelsea
2140,-73.99807110428809,6224.06,71,39,1d440638-ec50-4ccb-9a82-0e3247a87c63,8 Ave & W 24 St,40.74591072834279,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,POINT (-73.99807110428809 40.74591072834279),319,East Chelsea
2141,-73.96094022,6753.08,71,45,66dd4356-0aca-11e7-82f6-3863bb44ef7c,1 Ave & E 62 St,40.7612274,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,POINT (-73.96094022 40.7612274),821,Lenox Hill West
2143,-73.960405,7886.02,71,39,eab2749b-2f79-4797-a0a6-0579b27e6929,12 Ave & W 125 St,40.818299,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,POINT (-73.960405 40.818299),951,Manhattanville
2144,-74.008591,5730.08,71,80,66dbbeda-0aca-11e7-82f6-3863bb44ef7c,Greenwich St & W Houston St,40.728846,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,POINT (-74.008591 40.728846),696,Hudson Sq
2146,-73.99994661,6030.04,71,47,66db3816-0aca-11e7-82f6-3863bb44ef7c,W 13 St & 7 Ave,40.73781509,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,POINT (-73.99994661 40.73781509),1697,West Village
2147,-73.96845281124115,6969.08,71,37,66de1a1f-0aca-11e7-82f6-3863bb44ef7c,E 66 St & Madison Ave,40.76800889305947,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,POINT (-73.96845281124115 40.76800889305947),1465,Upper East Side South
2148,-73.98067966103554,5779.09,71,90,d9160982-2d9b-4f08-9469-a559a7b62809,E 13 St & Ave A,40.72966729392978,https://bkn.lft.to/lastmile_qr_scan,https://bkn.lft.to/lastmile_qr_scan,POINT (-73.98067966103554 40.72966729392978),451,East Village
