full_name,day,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
JOHNY'S LUNCHEONETTE 124 WEST   25 STREET,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
JOHNY'S LUNCHEONETTE 124 WEST   25 STREET,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
JOHNY'S LUNCHEONETTE 124 WEST   25 STREET,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
JOHNY'S LUNCHEONETTE 124 WEST   25 STREET,4,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
JOHNY'S LUNCHEONETTE 124 WEST   25 STREET,5,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
JOHNY'S LUNCHEONETTE 124 WEST   25 STREET,6,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
IL PICCOLO BUFALO 141 MULBERRY STREET,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
IL PICCOLO BUFALO 141 MULBERRY STREET,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
IL PICCOLO BUFALO 141 MULBERRY STREET,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
IL PICCOLO BUFALO 141 MULBERRY STREET,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
IL PICCOLO BUFALO 141 MULBERRY STREET,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
IL PICCOLO BUFALO 141 MULBERRY STREET,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
IL PICCOLO BUFALO 141 MULBERRY STREET,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
SUBWAY 214 WEST   50 STREET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUBWAY 214 WEST   50 STREET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUBWAY 214 WEST   50 STREET,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUBWAY 214 WEST   50 STREET,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUBWAY 214 WEST   50 STREET,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUBWAY 214 WEST   50 STREET,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUBWAY 214 WEST   50 STREET,6,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
RICARDO STEAK HOUSE 2145 2 AVENUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
RICARDO STEAK HOUSE 2145 2 AVENUE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
RICARDO STEAK HOUSE 2145 2 AVENUE,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
RICARDO STEAK HOUSE 2145 2 AVENUE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RICARDO STEAK HOUSE 2145 2 AVENUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RICARDO STEAK HOUSE 2145 2 AVENUE,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RICARDO STEAK HOUSE 2145 2 AVENUE,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
LITTLE RUBY'S 219 MULBERRY STREET,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
LITTLE RUBY'S 219 MULBERRY STREET,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
LITTLE RUBY'S 219 MULBERRY STREET,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
LITTLE RUBY'S 219 MULBERRY STREET,3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
LITTLE RUBY'S 219 MULBERRY STREET,4,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
LITTLE RUBY'S 219 MULBERRY STREET,5,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
LITTLE RUBY'S 219 MULBERRY STREET,6,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SHAMAS DELI 150 WEST   38 STREET,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
SHAMAS DELI 150 WEST   38 STREET,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
SHAMAS DELI 150 WEST   38 STREET,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
SHAMAS DELI 150 WEST   38 STREET,3,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
SHAMAS DELI 150 WEST   38 STREET,4,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
SHAMAS DELI 150 WEST   38 STREET,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHAMAS DELI 150 WEST   38 STREET,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWAGAT INDIAN RESTAURANT 205 WEST   29 STREET,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0
SWAGAT INDIAN RESTAURANT 205 WEST   29 STREET,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0
SWAGAT INDIAN RESTAURANT 205 WEST   29 STREET,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0
SWAGAT INDIAN RESTAURANT 205 WEST   29 STREET,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0
SWAGAT INDIAN RESTAURANT 205 WEST   29 STREET,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0
SWAGAT INDIAN RESTAURANT 205 WEST   29 STREET,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0
SWAGAT INDIAN RESTAURANT 205 WEST   29 STREET,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0
LA BOITE EN BOIS 75 WEST   68 STREET,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0
LA BOITE EN BOIS 75 WEST   68 STREET,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0
LA BOITE EN BOIS 75 WEST   68 STREET,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0
LA BOITE EN BOIS 75 WEST   68 STREET,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0
LA BOITE EN BOIS 75 WEST   68 STREET,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
LA BOITE EN BOIS 75 WEST   68 STREET,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
LA BOITE EN BOIS 75 WEST   68 STREET,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0
BRANDY LIBRARY LOUNGE 25 NORTH MOORE STREET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRANDY LIBRARY LOUNGE 25 NORTH MOORE STREET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRANDY LIBRARY LOUNGE 25 NORTH MOORE STREET,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRANDY LIBRARY LOUNGE 25 NORTH MOORE STREET,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
BRANDY LIBRARY LOUNGE 25 NORTH MOORE STREET,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
BRANDY LIBRARY LOUNGE 25 NORTH MOORE STREET,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
BRANDY LIBRARY LOUNGE 25 NORTH MOORE STREET,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HORUS KEBAB HOUSE 93 AVENUE B,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
HORUS KEBAB HOUSE 93 AVENUE B,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
HORUS KEBAB HOUSE 93 AVENUE B,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
HORUS KEBAB HOUSE 93 AVENUE B,3,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
HORUS KEBAB HOUSE 93 AVENUE B,4,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
HORUS KEBAB HOUSE 93 AVENUE B,5,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
HORUS KEBAB HOUSE 93 AVENUE B,6,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
DONs BOGAM 1517 EAST   32 STREET,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
DONs BOGAM 1517 EAST   32 STREET,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
DONs BOGAM 1517 EAST   32 STREET,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
DONs BOGAM 1517 EAST   32 STREET,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
DONs BOGAM 1517 EAST   32 STREET,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DONs BOGAM 1517 EAST   32 STREET,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DONs BOGAM 1517 EAST   32 STREET,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
HOLLYWOOD DINER 574 6 AVENUE,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HOLLYWOOD DINER 574 6 AVENUE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HOLLYWOOD DINER 574 6 AVENUE,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HOLLYWOOD DINER 574 6 AVENUE,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HOLLYWOOD DINER 574 6 AVENUE,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HOLLYWOOD DINER 574 6 AVENUE,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HOLLYWOOD DINER 574 6 AVENUE,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UKRAINIAN RESTAURANT (EAST VILLAGE) 140142 2 AVENUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
UKRAINIAN RESTAURANT (EAST VILLAGE) 140142 2 AVENUE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
UKRAINIAN RESTAURANT (EAST VILLAGE) 140142 2 AVENUE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
UKRAINIAN RESTAURANT (EAST VILLAGE) 140142 2 AVENUE,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
UKRAINIAN RESTAURANT (EAST VILLAGE) 140142 2 AVENUE,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
UKRAINIAN RESTAURANT (EAST VILLAGE) 140142 2 AVENUE,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
UKRAINIAN RESTAURANT (EAST VILLAGE) 140142 2 AVENUE,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FANELLI CAFE 94 PRINCE STREET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FANELLI CAFE 94 PRINCE STREET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FANELLI CAFE 94 PRINCE STREET,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FANELLI CAFE 94 PRINCE STREET,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
FANELLI CAFE 94 PRINCE STREET,4,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
FANELLI CAFE 94 PRINCE STREET,5,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
FANELLI CAFE 94 PRINCE STREET,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRAMERCY ALE HOUSE 272 3 AVENUE,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
GRAMERCY ALE HOUSE 272 3 AVENUE,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
GRAMERCY ALE HOUSE 272 3 AVENUE,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
GRAMERCY ALE HOUSE 272 3 AVENUE,3,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
GRAMERCY ALE HOUSE 272 3 AVENUE,4,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
GRAMERCY ALE HOUSE 272 3 AVENUE,5,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
GRAMERCY ALE HOUSE 272 3 AVENUE,6,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
DISHES 6 EAST   45 STREET,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
DISHES 6 EAST   45 STREET,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
DISHES 6 EAST   45 STREET,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
DISHES 6 EAST   45 STREET,3,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
DISHES 6 EAST   45 STREET,4,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
DISHES 6 EAST   45 STREET,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DISHES 6 EAST   45 STREET,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIA POL 205 10 AVENUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIA POL 205 10 AVENUE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
TIA POL 205 10 AVENUE,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
TIA POL 205 10 AVENUE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
TIA POL 205 10 AVENUE,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
TIA POL 205 10 AVENUE,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0
TIA POL 205 10 AVENUE,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
AWASH ETHIOPIAN RESTAURANT 338 EAST    6 STREET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
AWASH ETHIOPIAN RESTAURANT 338 EAST    6 STREET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
AWASH ETHIOPIAN RESTAURANT 338 EAST    6 STREET,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
AWASH ETHIOPIAN RESTAURANT 338 EAST    6 STREET,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
AWASH ETHIOPIAN RESTAURANT 338 EAST    6 STREET,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
AWASH ETHIOPIAN RESTAURANT 338 EAST    6 STREET,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0
AWASH ETHIOPIAN RESTAURANT 338 EAST    6 STREET,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0
GOLDEN KRUST CARIBBEAN BAKERY & GRILL 456 LENOX AVENUE,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
GOLDEN KRUST CARIBBEAN BAKERY & GRILL 456 LENOX AVENUE,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
GOLDEN KRUST CARIBBEAN BAKERY & GRILL 456 LENOX AVENUE,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
GOLDEN KRUST CARIBBEAN BAKERY & GRILL 456 LENOX AVENUE,3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
GOLDEN KRUST CARIBBEAN BAKERY & GRILL 456 LENOX AVENUE,4,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
GOLDEN KRUST CARIBBEAN BAKERY & GRILL 456 LENOX AVENUE,5,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
GOLDEN KRUST CARIBBEAN BAKERY & GRILL 456 LENOX AVENUE,6,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0
FREEMANS (FREEMANS ALLEY) 191 CHRYSTIE STREET,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
FREEMANS (FREEMANS ALLEY) 191 CHRYSTIE STREET,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
FREEMANS (FREEMANS ALLEY) 191 CHRYSTIE STREET,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
FREEMANS (FREEMANS ALLEY) 191 CHRYSTIE STREET,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
FREEMANS (FREEMANS ALLEY) 191 CHRYSTIE STREET,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
FREEMANS (FREEMANS ALLEY) 191 CHRYSTIE STREET,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
FREEMANS (FREEMANS ALLEY) 191 CHRYSTIE STREET,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
FRESH SALT 146 BEEKMAN STREET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRESH SALT 146 BEEKMAN STREET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
FRESH SALT 146 BEEKMAN STREET,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
FRESH SALT 146 BEEKMAN STREET,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
FRESH SALT 146 BEEKMAN STREET,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
FRESH SALT 146 BEEKMAN STREET,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
FRESH SALT 146 BEEKMAN STREET,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CREPES ON COLUMBUS 990 COLUMBUS AVENUE,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
CREPES ON COLUMBUS 990 COLUMBUS AVENUE,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
CREPES ON COLUMBUS 990 COLUMBUS AVENUE,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
CREPES ON COLUMBUS 990 COLUMBUS AVENUE,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
CREPES ON COLUMBUS 990 COLUMBUS AVENUE,4,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
CREPES ON COLUMBUS 990 COLUMBUS AVENUE,5,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
CREPES ON COLUMBUS 990 COLUMBUS AVENUE,6,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
LIBRETTO'S PIZZERIA 546 3 AVENUE,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
LIBRETTO'S PIZZERIA 546 3 AVENUE,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
LIBRETTO'S PIZZERIA 546 3 AVENUE,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
LIBRETTO'S PIZZERIA 546 3 AVENUE,3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LIBRETTO'S PIZZERIA 546 3 AVENUE,4,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LIBRETTO'S PIZZERIA 546 3 AVENUE,5,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LIBRETTO'S PIZZERIA 546 3 AVENUE,6,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
JENNIFER CAFE 67 1 AVENUE,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
JENNIFER CAFE 67 1 AVENUE,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
JENNIFER CAFE 67 1 AVENUE,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
JENNIFER CAFE 67 1 AVENUE,3,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
JENNIFER CAFE 67 1 AVENUE,4,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
JENNIFER CAFE 67 1 AVENUE,5,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
JENNIFER CAFE 67 1 AVENUE,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THE BLARNEY STONE PUB & RESTAURANT 410 8 AVENUE,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
THE BLARNEY STONE PUB & RESTAURANT 410 8 AVENUE,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
THE BLARNEY STONE PUB & RESTAURANT 410 8 AVENUE,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
THE BLARNEY STONE PUB & RESTAURANT 410 8 AVENUE,3,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
THE BLARNEY STONE PUB & RESTAURANT 410 8 AVENUE,4,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
THE BLARNEY STONE PUB & RESTAURANT 410 8 AVENUE,5,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
THE BLARNEY STONE PUB & RESTAURANT 410 8 AVENUE,6,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
CHIPOTLE MEXICAN GRILL 2 BROADWAY,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
CHIPOTLE MEXICAN GRILL 2 BROADWAY,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
CHIPOTLE MEXICAN GRILL 2 BROADWAY,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
CHIPOTLE MEXICAN GRILL 2 BROADWAY,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
CHIPOTLE MEXICAN GRILL 2 BROADWAY,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
CHIPOTLE MEXICAN GRILL 2 BROADWAY,5,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
CHIPOTLE MEXICAN GRILL 2 BROADWAY,6,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
